"sample_index","global_qualifying_seed_count","median_leakage_l1","median_leakage_lpips","median_progress_range_global","median_progress_range_roi","dino_degenerate_global","dino_degenerate_roi","spearman_global_seed_0","spearman_global_seed_1","spearman_global_seed_2","spearman_roi_seed_0","spearman_roi_seed_1","spearman_roi_seed_2"
,"2","0.1637832417034156","0.3005413454873036","0.07269835472106934","0.07269835472106934","False","False","0.6","-0.9999999999999999","-0.6","0.6","-0.9999999999999999","-0.6"
,"2","0.18907856485676122","0.13326711538620611","0.05274701118469238","0.05274701118469238","False","False","0.09999999999999999","-0.8999999999999998","-0.7","0.09999999999999999","-0.8999999999999998","-0.7"
,"0","0.1418237632936451","0.20673438169101227","0.004062175750732422","0.008375704288482666","False","False","-0.39999999999999997","0.09999999999999999","0.39999999999999997","0.7999999999999999","-0.8999999999999998","-0.09999999999999999"
,"1","4.203941019953065","1.262986143426109","0.02295684814453125","0.02295684814453125","False","False","-0.9999999999999999","0.39999999999999997","0.8999999999999998","-0.9999999999999999","0.39999999999999997","0.8999999999999998"

