D1_energy,D1_energy_fraction,D1_rms,D2_energy,D2_energy_fraction,D2_rms,HH1_rms,HH2_rms,HL1_rms,HL2_rms,LH1_rms,LH2_rms,LL2_energy,LL2_energy_fraction,LL2_rms,delta_D1_rms,delta_D2_rms,delta_HH1_rms,delta_HH2_rms,delta_HL1_rms,delta_HL2_rms,delta_LH1_rms,delta_LH2_rms,delta_LL2_rms,delta_total_rms,delta_velocity,run,step,total_energy,total_rms
221060.546875,0.3469929537832597,1.0139020681381226,78689.578125,0.1235169709454847,1.108978033065796,0.9856011867523193,1.0163131952285767,1.0249708890914917,1.1550496816635132,1.0305421352386475,1.1499841213226318,337324.90625,0.5294900752712556,3.976940870285034,,,,,,,,,,,,native,11,637075.03125,1.4563977718353271
219770.96875,0.345810039768294,1.0109403133392334,78147.78125,0.12296568330008983,1.1051535606384277,0.9831474423408508,1.0130858421325684,1.0216090679168701,1.1505334377288818,1.0274907350540161,1.1463085412979126,337606.375,0.5312242769316162,3.978599786758423,,,,,,,,,,,,native,12,635525.125,1.454625129699707
217169.34375,0.34375729270033056,1.0049388408660889,77176.4296875,0.12216254868916056,1.0982637405395508,0.9776922464370728,1.0078647136688232,1.0150480270385742,1.143220067024231,1.021519422531128,1.1383349895477295,337406.1875,0.5340801586105088,3.9774200916290283,,,,,,,,,,,,native,13,631751.9609375,1.450300693511963
214891.046875,0.34128764675395834,0.9996535778045654,76145.0625,0.1209327683515576,1.0909005403518677,0.9728189706802368,1.0018329620361328,1.009570598602295,1.1359894275665283,1.016027569770813,1.1296242475509644,338611.78125,0.5377795848944841,3.9845194816589355,,,,,,,,,,,,native,14,629647.890625,1.4478833675384521
213039.0,0.33904661888025583,0.9953365325927734,75637.28125,0.12037497579836308,1.0872571468353271,0.9689351916313171,0.997480034828186,1.0050172805786133,1.1339877843856812,1.0115280151367188,1.1249396800994873,339670.9375,0.5405784053213811,3.99074649810791,,,,,,,,,,,,native,15,628347.21875,1.4463872909545898
233512.671875,0.34015073909749893,1.0420669317245483,82985.5703125,0.12088253219651675,1.1388475894927979,1.0128345489501953,1.0456990003585815,1.0535117387771606,1.1842397451400757,1.0592401027679443,1.1811058521270752,369999.375,0.5389667287059844,4.165099620819092,0.17100587487220764,0.25031018257141113,0.15429411828517914,0.1932515650987625,0.18367476761341095,0.28478729724884033,0.17374101281166077,0.2636580467224121,1.81967031955719,0.5190497040748596,0.5037338137626648,strength_0.00,1,686497.6171875,1.5118345022201538
233429.09375,0.3401401067973665,1.0418803691864014,82953.203125,0.12087487003800759,1.1386253833770752,1.012647032737732,1.0454739332199097,1.0533127784729004,1.1840823888778687,1.0590667724609375,1.180820345878601,369891.0625,0.5389850231646259,4.164490222930908,0.1331050544977188,0.18205927312374115,0.12202031165361404,0.1656082570552826,0.1387753039598465,0.18749244511127472,0.13785254955291748,0.19198240339756012,0.7548410296440125,0.24536927044391632,0.25313737988471985,strength_0.00,2,686273.359375,1.5115875005722046
233519.765625,0.3401549212613927,1.0420827865600586,82987.796875,0.1208835896015904,1.1388628482818604,1.0128451585769653,1.0456513166427612,1.0535285472869873,1.1842920780181885,1.0592600107192993,1.1811398267745972,370002.46875,0.5389614891370169,4.165117263793945,0.12493214011192322,0.1663963496685028,0.11481032520532608,0.153216153383255,0.12996014952659607,0.1713562160730362,0.12943363189697266,0.17385363578796387,0.541194498538971,0.19460543990135193,0.2031739354133606,strength_0.00,3,686510.03125,1.5118482112884521
233536.03125,0.3401488472351251,1.042119026184082,82997.515625,0.12088716722689032,1.1389294862747192,1.0128748416900635,1.0458109378814697,1.053553581237793,1.1843138933181763,1.0593136548995972,1.1811695098876953,370036.5625,0.5389639855379846,4.165309429168701,0.12329258024692535,0.19590656459331512,0.11315592378377914,0.1561385989189148,0.1275787651538849,0.2082841694355011,0.12854015827178955,0.21766164898872375,0.5609114766120911,0.203471377491951,0.21382784843444824,strength_0.00,4,686570.109375,1.5119144916534424
234001.609375,0.3445675081700775,1.0431572198867798,82957.046875,0.12215430057602382,1.1386518478393555,1.013656497001648,1.0456115007400513,1.0546754598617554,1.1842228174209595,1.0605145692825317,1.1806341409683228,362158.21875,0.5332781912538986,4.120729446411133,0.10772868990898132,0.22178466618061066,0.09858497232198715,0.15947581827640533,0.11228866130113602,0.2531318664550781,0.11175274848937988,0.24095024168491364,0.5187250971794128,0.19466571509838104,0.2066154181957245,strength_0.00,5,679116.875,1.503685474395752
233231.375,0.34238599290909877,1.0414390563964844,82714.921875,0.12142633320482894,1.136988878250122,1.0120891332626343,1.0438026189804077,1.0529015064239502,1.1824426651000977,1.0587066411972046,1.1792105436325073,365247.96875,0.5361876738860722,4.138270378112793,0.10657884180545807,0.21308262646198273,0.09657563269138336,0.15395499765872955,0.11053019016981125,0.24032437801361084,0.11195255815982819,0.23399718105793,0.49023276567459106,0.18673722445964813,0.19798262417316437,strength_0.00,6,681194.265625,1.5059834718704224
233440.328125,0.3425928005637257,1.0419055223464966,82747.2109375,0.1214383091456918,1.1372108459472656,1.0124878883361816,1.044182538986206,1.0533870458602905,1.18252432346344,1.0592191219329834,1.1794339418411255,365205.4375,0.5359688902905825,4.138029098510742,0.10906516760587692,0.20831243693828583,0.09834714978933334,0.1549353152513504,0.11243785172700882,0.232848659157753,0.11563390493392944,0.22794464230537415,0.501632571220398,0.18875741958618164,0.20003646612167358,strength_0.00,7,681392.9765625,1.5062031745910645
233169.359375,0.3403987071507128,1.041300654411316,82635.203125,0.12063727577364727,1.1364408731460571,1.011997938156128,1.0435025691986084,1.0527840852737427,1.1818625926971436,1.0585020780563354,1.1784722805023193,369184.40625,0.5389640170756399,4.160510540008545,0.11498723924160004,0.21595384180545807,0.10216040164232254,0.16304315626621246,0.11988852918148041,0.24301046133041382,0.12188596278429031,0.23296143114566803,0.512084424495697,0.19499319791793823,0.2066514790058136,strength_0.00,8,684988.96875,1.5101724863052368
232875.3125,0.3438041399531489,1.0406438112258911,82361.7109375,0.1215942423864146,1.1345587968826294,1.0116572380065918,1.0427390336990356,1.0519956350326538,1.1795483827590942,1.057673692703247,1.1760236024856567,362111.75,0.5346016176604365,4.120465278625488,0.11717995256185532,0.2177514135837555,0.10428585857152939,0.16472768783569336,0.12298699468374252,0.24139325320720673,0.1232561469078064,0.2384137660264969,0.5065234899520874,0.1953219771385193,0.20717068016529083,strength_0.00,9,677348.7734375,1.5017266273498535
231683.84375,0.34160055980248966,1.037978172302246,81958.0,0.12084096252521902,1.131774663925171,1.009108543395996,1.0401028394699097,1.0492478609085083,1.1765539646148682,1.054976463317871,1.1733068227767944,364588.4375,0.5375584776722914,4.1345319747924805,0.12244340032339096,0.22162999212741852,0.1099567711353302,0.16977280378341675,0.12804517149925232,0.2397548109292984,0.1284177005290985,0.24709182977676392,0.5162041187286377,0.2002991884946823,0.2124727964401245,strength_0.00,10,678230.28125,1.5027036666870117
229779.03125,0.3419458352194869,1.0337024927139282,81203.75,0.12084342059260209,1.1265548467636108,1.005133032798767,1.035986304283142,1.0450160503387451,1.1709141731262207,1.0503671169281006,1.1675058603286743,360992.15625,0.537210744187911,4.114090442657471,0.13349483907222748,0.2277328073978424,0.12125203758478165,0.17827108502388,0.13999377191066742,0.24033929407596588,0.1384279578924179,0.2569885849952698,0.5205386281013489,0.20748047530651093,0.22005753219127655,strength_0.00,11,671974.9375,1.4957576990127563
230465.28125,0.34214637567008055,1.0352449417114258,81417.734375,0.12087192734882093,1.1280381679534912,1.0067287683486938,1.037911057472229,1.0464484691619873,1.1718274354934692,1.051969289779663,1.169175624847412,361703.78125,0.5369816969810985,4.118143558502197,0.14785246551036835,0.23620712757110596,0.13706712424755096,0.19046911597251892,0.15357711911201477,0.24259059131145477,0.1523408144712448,0.26879867911338806,0.527910590171814,0.21754688024520874,0.2304101288318634,strength_0.00,12,673586.796875,1.4975506067276
230834.6875,0.3421906057046252,1.0360742807388306,81521.421875,0.12084780251801858,1.1287562847137451,1.007719874382019,1.039223074913025,1.0471079349517822,1.172244668006897,1.052813172340393,1.1696709394454956,362223.15625,0.5369615917773563,4.12109899520874,0.17133890092372894,0.25244563817977905,0.16127923130989075,0.21226078271865845,0.17632466554641724,0.2582315504550934,0.17598207294940948,0.28186556696891785,0.5417355298995972,0.23544517159461975,0.24852125346660614,strength_0.00,13,674579.265625,1.498653531074524
228969.0625,0.34232181897988984,1.03187894821167,80509.65625,0.1203665319324337,1.121729850769043,1.0040817260742188,1.0336370468139648,1.042546033859253,1.1643704175949097,1.0484468936920166,1.1621832847595215,359392.0625,0.5373116490876765,4.104962348937988,0.2124878168106079,0.2837899923324585,0.2036699652671814,0.24500258266925812,0.21755915880203247,0.29121002554893494,0.21596243977546692,0.31109610199928284,0.5611914396286011,0.26804235577583313,0.28182196617126465,strength_0.00,14,668870.78125,1.49229896068573
229932.65625,0.3424527693321174,1.0340479612350464,81190.09375,0.12092137280748583,1.126460075378418,1.0058746337890625,1.0367233753204346,1.0441532135009766,1.1695473194122314,1.0515350103378296,1.1679474115371704,360306.0625,0.5366258578603967,4.1101789474487305,0.35014599561691284,0.415065199136734,0.33765149116516113,0.37596702575683594,0.3550775349140167,0.4250289797782898,0.3573766052722931,0.4414028823375702,0.6599807739257812,0.3942195475101471,0.40430548787117004,strength_0.00,15,671428.8125,1.495149850845337
230252.828125,0.32070136370072727,1.0347676277160645,82279.7734375,0.11460113546170206,1.133994221687317,1.0056204795837402,1.0366491079330444,1.0459986925125122,1.1798120737075806,1.052067756652832,1.1795047521591187,405433.875,0.5646975008375706,4.359984874725342,0.13784119486808777,0.19853182137012482,0.12537164986133575,0.1542096585035324,0.1473531723022461,0.22414912283420563,0.13989132642745972,0.210288405418396,1.4276046752929688,0.40831637382507324,0.3954713046550751,strength_0.25,1,717966.4765625,1.5460972785949707
233782.734375,0.3422725446444426,1.0426692962646484,82862.9765625,0.1213165802029074,1.1380060911178589,1.0136927366256714,1.0447170734405518,1.0541059970855713,1.1835490465164185,1.0596063137054443,1.1802335977554321,366385.21875,0.53641087515265,4.144707679748535,0.10876817256212234,0.1444181650876999,0.10005497932434082,0.1313147395849228,0.11302158236503601,0.14877967536449432,0.11272387206554413,0.15228544175624847,0.62366783618927,0.20132914185523987,0.20493309199810028,strength_0.25,2,683030.9296875,1.5080125331878662
233802.96875,0.34176822336820606,1.0427143573760986,82913.125,0.12120064846334844,1.1383503675460815,1.013586401939392,1.0451364517211914,1.0542078018188477,1.1835764646530151,1.0597399473190308,1.1808305978775024,367381.9375,0.5370311281684456,4.150341510772705,0.10696722567081451,0.13986791670322418,0.09813643246889114,0.1270613670349121,0.11098455637693405,0.1444811224937439,0.11125479638576508,0.1472063511610031,0.4708883762359619,0.1676454097032547,0.17427393794059753,strength_0.25,3,684098.03125,1.5091898441314697
233500.46875,0.3410928607928512,1.0420396327972412,82847.84375,0.12102248953282514,1.1379021406173706,1.0128898620605469,1.0448490381240845,1.0534507036209106,1.1831437349319458,1.0591673851013184,1.1802223920822144,368217.375,0.5378846496743236,4.155057907104492,0.10955121368169785,0.17881649732589722,0.10032599419355392,0.1386578232049942,0.11288872361183167,0.19433678686618805,0.11487054079771042,0.1973150670528412,0.5211784243583679,0.18625926971435547,0.1955265998840332,strength_0.25,4,684565.6875,1.509705662727356
231829.734375,0.347804717434129,1.0383050441741943,82014.265625,0.12304266559323113,1.132163166999817,1.0091828107833862,1.040090560913086,1.049796223640442,1.1773009300231934,1.0553245544433594,1.1736927032470703,352707.4375,0.5291526169726398,4.066607475280762,0.08644463866949081,0.20274315774440765,0.07533947378396988,0.14302600920200348,0.09079831093549728,0.2348601073026657,0.09218274801969528,0.2184002548456192,0.4745854139328003,0.17349457740783691,0.18517309427261353,strength_0.25,5,666551.4375,1.489709496498108
231775.921875,0.34509735067833636,1.038184404373169,82093.265625,0.12223085231001389,1.1327083110809326,1.00913667678833,1.0399953126907349,1.0497064590454102,1.177924394607544,1.0551023483276367,1.1747289896011353,357755.5625,0.5326717970116497,4.095605373382568,0.09564562141895294,0.20613673329353333,0.08475906401872635,0.14809848368167877,0.10006249696016312,0.23183892667293549,0.1012306958436966,0.22758425772190094,0.4629002809524536,0.17554941773414612,0.1871204972267151,strength_0.25,6,671624.75,1.4953681230545044
230561.09375,0.34469972583636915,1.035460114479065,81685.9375,0.12212433504270181,1.129894733428955,1.0066739320755005,1.0369917154312134,1.046870470046997,1.1749509572982788,1.0522371530532837,1.1722304821014404,356628.15625,0.5331759391209291,4.089147090911865,0.09444131702184677,0.20155619084835052,0.08201032131910324,0.1492053121328354,0.0980946272611618,0.22123940289020538,0.10202568024396896,0.22509020566940308,0.4921252429485321,0.17954890429973602,0.19165270030498505,strength_0.25,7,668875.1875,1.4923038482666016
229480.046875,0.3439415273856165,1.0330297946929932,81328.2734375,0.1218936938816538,1.1274182796478271,1.00435471534729,1.0343815088272095,1.044304370880127,1.1735776662826538,1.049834132194519,1.16875422000885,356398.25,0.5341647787327297,4.087829113006592,0.10008170455694199,0.21398742496967316,0.08295120298862457,0.1604781299829483,0.10583475232124329,0.24174495041370392,0.10939445346593857,0.23060357570648193,0.4875256419181824,0.18385818600654602,0.19661372900009155,strength_0.25,8,667206.5703125,1.4904413223266602
229058.1875,0.34687932047096687,1.032079815864563,80982.515625,0.12263765943764598,1.1250191926956177,1.003783941268921,1.033259630203247,1.0430091619491577,1.1704696416854858,1.0488638877868652,1.1659246683120728,350299.0,0.5304830200913871,4.052699089050293,0.10036036372184753,0.2052532136440277,0.08668576925992966,0.15563185513019562,0.10555322468280792,0.22568126022815704,0.107520692050457,0.22634777426719666,0.4501000642776489,0.1748483031988144,0.18696586787700653,strength_0.25,9,660339.703125,1.4827518463134766
227028.828125,0.34407485879519184,1.0274977684020996,80310.890625,0.12171563664284307,1.1203442811965942,0.9993726015090942,1.0289419889450073,1.0383681058883667,1.1658743619918823,1.0441747903823853,1.1608315706253052,352484.21875,0.534209504561965,4.065320014953613,0.10405681282281876,0.20464156568050385,0.09123831242322922,0.15559324622154236,0.10861886292695999,0.2197721004486084,0.11117991805076599,0.23048962652683258,0.45492368936538696,0.17711439728736877,0.18941040337085724,strength_0.25,10,659823.9375,1.4821726083755493
224251.765625,0.34398216426255734,1.0211941003799438,79246.578125,0.12155716757844072,1.1128959655761719,0.9934250712394714,1.0234874486923218,1.0321149826049805,1.1577702760696411,1.0374765396118164,1.1522386074066162,348430.125,0.534460668159002,4.041873931884766,0.11484377086162567,0.2077265977859497,0.10253019630908966,0.1609126180410385,0.12128656357526779,0.21844065189361572,0.11976812034845352,0.23630878329277039,0.46041247248649597,0.18354251980781555,0.19632992148399353,strength_0.25,11,651928.46875,1.4732779264450073
223367.171875,0.3431819061321381,1.019178032875061,78891.734375,0.12120946669832937,1.1104015111923218,0.9917502403259277,1.0223008394241333,1.029900074005127,1.154650092124939,1.0353302955627441,1.149199366569519,348612.15625,0.5356086271695325,4.042929649353027,0.12638692557811737,0.2135961949825287,0.11561747640371323,0.1697927862405777,0.13242334127426147,0.2194734364748001,0.13045158982276917,0.24468718469142914,0.4673525094985962,0.19148245453834534,0.20482420921325684,strength_0.25,12,650871.0625,1.4720827341079712
221459.171875,0.3416801821479547,1.0148158073425293,78148.21875,0.12057164935173542,1.105156660079956,0.9878891110420227,1.0179201364517212,1.0251890420913696,1.1485823392868042,1.0308326482772827,1.1439889669418335,348540.15625,0.5377481685003099,4.0425124168396,0.14165718853473663,0.2224891483783722,0.13235190510749817,0.18178443610668182,0.14690521359443665,0.22849862277507782,0.1452656388282776,0.25148969888687134,0.47163641452789307,0.20176178216934204,0.21574820578098297,strength_0.25,13,648147.546875,1.4689995050430298
220191.0625,0.34007360934900605,1.0119060277938843,77505.09375,0.11970257409741865,1.100599765777588,0.9852859973907471,1.0141043663024902,1.0224090814590454,1.1438523530960083,1.027498483657837,1.1389267444610596,349784.4375,0.5402238165535753,4.049721717834473,0.172458678483963,0.24159912765026093,0.16519075632095337,0.20135632157325745,0.17768684029579163,0.2489406317472458,0.17425666749477386,0.269433856010437,0.4848724901676178,0.22455114126205444,0.23949401080608368,strength_0.25,14,647480.59375,1.4682434797286987
219069.234375,0.3390344790730328,1.0093251466751099,77158.3828125,0.11941134590434697,1.0981353521347046,0.9828505516052246,1.0094095468521118,1.0200937986373901,1.1428706645965576,1.0245120525360107,1.1369444131851196,349928.59375,0.5415541750226203,4.050556182861328,0.24906739592552185,0.30401983857154846,0.24228543043136597,0.2672848701477051,0.25302669405937195,0.31515976786613464,0.25175175070762634,0.32636991143226624,0.521509051322937,0.28881990909576416,0.30360445380210876,strength_0.25,15,646156.2109375,1.4667412042617798
228152.3125,0.30092538522957624,1.0300369262695312,82144.734375,0.10834619892962113,1.1330633163452148,1.0007046461105347,1.0305399894714355,1.0412791967391968,1.1801234483718872,1.0474998950958252,1.1818602085113525,447872.0,0.5907284158408026,4.582493782043457,0.11871905624866486,0.1584738940000534,0.11089781671762466,0.12810984253883362,0.12471595406532288,0.1751268059015274,0.12012597918510437,0.16810829937458038,1.0454111099243164,0.3050355017185211,0.2947261929512024,strength_0.50,1,758169.046875,1.5887945890426636
234978.71875,0.3449802230893694,1.045332908630371,83152.84375,0.12207950890186933,1.139994740486145,1.0165016651153564,1.0464648008346558,1.0568768978118896,1.185703158378601,1.062025547027588,1.1822789907455444,363005.21875,0.5329402680087613,4.125545501708984,0.08885926753282547,0.11184101551771164,0.0825914666056633,0.10164016485214233,0.09164830297231674,0.11565631628036499,0.09201709926128387,0.11755053699016571,0.5078458786010742,0.1631927490234375,0.16328005492687225,strength_0.50,2,681136.78125,1.5059200525283813
234279.171875,0.34338519937118317,1.0437757968902588,82940.0,0.1215659429214718,1.1385347843170166,1.0148746967315674,1.045177936553955,1.0552622079849243,1.1837512254714966,1.0605915784835815,1.18115234375,365044.28125,0.535048857707345,4.137115955352783,0.08728791773319244,0.11080648005008698,0.0809050127863884,0.09906576573848724,0.09046117961406708,0.11534697562456131,0.09015929698944092,0.11711224168539047,0.39350175857543945,0.13807997107505798,0.14225579798221588,strength_0.50,3,682263.453125,1.5071649551391602
233813.4375,0.3421448502279156,1.0427378416061401,82862.1171875,0.12125413739184762,1.1380001306533813,1.0135880708694458,1.0447325706481934,1.0543736219406128,1.1828365325927734,1.0596421957015991,1.1809169054031372,366700.03125,0.5366010123802368,4.146488189697266,0.09491623193025589,0.1606263369321823,0.08647903800010681,0.11839481443166733,0.09790845960378647,0.17353934049606323,0.09981274604797363,0.18239855766296387,0.48383721709251404,0.16902615129947662,0.17719386518001556,strength_0.50,4,683375.5859375,1.5083929300308228
231311.0,0.3511691483330287,1.0371427536010742,81792.6484375,0.1241750487080152,1.1306324005126953,1.008101224899292,1.03744637966156,1.048632025718689,1.1743422746658325,1.0540863275527954,1.174569845199585,345584.625,0.5246558029589561,4.025336265563965,0.07583680748939514,0.18934239447116852,0.06478095054626465,0.12957121431827545,0.07930727303028107,0.2246433049440384,0.08226452022790909,0.2007443904876709,0.4888526499271393,0.16948345303535461,0.18148663640022278,strength_0.50,5,658688.2734375,1.4808964729309082
230702.34375,0.3494574799218661,1.0357773303985596,81455.796875,0.12338555837044857,1.1283018589019775,1.0067687034606934,1.0359858274459839,1.0472136735916138,1.172817349433899,1.052741289138794,1.1706528663635254,348014.71875,0.5271569617076853,4.039463996887207,0.0815441757440567,0.1916247010231018,0.06653138995170593,0.13049452006816864,0.08419643342494965,0.21879296004772186,0.0918307900428772,0.21274611353874207,0.4491035044193268,0.16402895748615265,0.17561906576156616,strength_0.50,6,660172.859375,1.4825644493103027
230372.953125,0.34823183149699877,1.0350375175476074,81586.953125,0.12332686510105496,1.1292098760604858,1.0057659149169922,1.0350537300109863,1.046578049659729,1.1745129823684692,1.0521491765975952,1.1724026203155518,349590.625,0.5284413034019463,4.048599720001221,0.08377227187156677,0.19794121384620667,0.06524346768856049,0.12503428757190704,0.0867992490530014,0.21356576681137085,0.09624221175909042,0.23727254569530487,0.46033617854118347,0.16857881844043732,0.1804368942975998,strength_0.50,7,661550.53125,1.4841104745864868
229521.328125,0.3451490389310171,1.0331226587295532,81464.828125,0.122504986197671,1.1283644437789917,1.0036903619766235,1.0335842370986938,1.0449434518814087,1.173784852027893,1.0501078367233276,1.1719861030578613,354005.78125,0.5323459748713119,4.074085235595703,0.09189902991056442,0.21369022130966187,0.07009430974721909,0.1370224505662918,0.10084209591150284,0.22994163632392883,0.10126181691884995,0.2556212544441223,0.4730675220489502,0.17794892191886902,0.1904703974723816,strength_0.50,8,664991.9375,1.487965703010559
229026.296875,0.3477875589443022,1.0320079326629639,81134.1875,0.12320620558675448,1.1260721683502197,1.0027607679367065,1.033351182937622,1.0438393354415894,1.1715306043624878,1.0488049983978271,1.1678260564804077,348363.0625,0.5290062354689433,4.04148530960083,0.09844490885734558,0.21221841871738434,0.07892178744077682,0.14488743245601654,0.1092185378074646,0.225922629237175,0.10448379814624786,0.2511504888534546,0.46913835406303406,0.17933619022369385,0.19196638464927673,strength_0.50,9,658523.546875,1.4807112216949463
227253.46875,0.3450496510185891,1.0280059576034546,80546.484375,0.12229752301357552,1.1219863891601562,0.9990569353103638,1.0296889543533325,1.03958261013031,1.1675273180007935,1.0447686910629272,1.1632633209228516,350810.96875,0.5326528259678354,4.055659770965576,0.10573079437017441,0.21267370879650116,0.08790555596351624,0.1506708264350891,0.11369091272354126,0.22405050694942474,0.11350766569375992,0.2505793273448944,0.4738704264163971,0.18326105177402496,0.19616307318210602,strength_0.50,10,658610.921875,1.4808094501495361
224388.25,0.34480647546739945,1.0215048789978027,79451.328125,0.12208897935602742,1.1143327951431274,0.9931108951568604,1.0231295824050903,1.032934308052063,1.160040259361267,1.037879467010498,1.1544370651245117,346926.1875,0.5331045451765731,4.033141613006592,0.11597724258899689,0.2161174714565277,0.10012327879667282,0.15758050978183746,0.1236460953950882,0.22908234596252441,0.12263413518667221,0.250619113445282,0.46948572993278503,0.18770168721675873,0.20092737674713135,strength_0.50,11,650765.765625,1.47196364402771
223369.640625,0.34386864441423626,1.01918363571167,78959.15625,0.12155446885175546,1.1108759641647339,0.991361141204834,1.0210059881210327,1.030157208442688,1.1559820175170898,1.035463571548462,1.1503864526748657,347249.59375,0.5345768867340083,4.03502082824707,0.12785503268241882,0.22393925487995148,0.11520104855298996,0.16877628862857819,0.13387927412986755,0.23240961134433746,0.13358813524246216,0.2606658935546875,0.4770384728908539,0.19633230566978455,0.2101566344499588,strength_0.50,12,649578.390625,1.4706201553344727
221088.78125,0.3420393861765845,1.0139667987823486,78035.328125,0.1207259616750154,1.1043580770492554,0.9867976903915405,1.0159640312194824,1.024527668952942,1.1481717824935913,1.0300288200378418,1.1438264846801758,347259.875,0.5372346521484,4.035080909729004,0.14336346089839935,0.23415999114513397,0.13309374451637268,0.18472625315189362,0.14819878339767456,0.24138259887695312,0.14826467633247375,0.26852065324783325,0.4798915684223175,0.20675861835479736,0.22127841413021088,strength_0.50,13,646383.984375,1.4669996500015259
219495.734375,0.34021102696515404,1.0103070735931396,77247.890625,0.11973163977539436,1.0987720489501953,0.9833884239196777,1.0112180709838867,1.020904302597046,1.1423614025115967,1.02609121799469,1.1376944780349731,348431.625,0.5400573332594516,4.0418829917907715,0.16975264251232147,0.24719171226024628,0.16060000658035278,0.20075440406799316,0.17455321550369263,0.25822412967681885,0.17374318838119507,0.2762773931026459,0.4868902862071991,0.2246815413236618,0.24006973206996918,strength_0.50,14,645175.25,1.4656274318695068
218296.921875,0.3387224398949633,1.0075443983078003,76953.625,0.1194058046942493,1.096677303314209,0.9805574417114258,1.0077919960021973,1.0183184146881104,1.1417665481567383,1.0232162475585938,1.1352654695510864,349220.84375,0.5418717554107874,4.046457767486572,0.23847909271717072,0.2978588044643402,0.23075631260871887,0.256745308637619,0.24237103760242462,0.31278344988822937,0.2421252429485321,0.3200123608112335,0.51378333568573,0.2799339294433594,0.2955486476421356,strength_0.50,15,644471.390625,1.4648277759552002
