branch,diffusion_coefficient,edit_latent_l2,edit_latent_rms,experiment,independent_basis_hash,latent_norm_after,latent_norm_before,latent_state_hash,model_output_difference,noise_mean,noise_norm,noise_std,prediction_norm,preserve_latent_l2,preserve_latent_rms,raw_latent_l2_to_rho1,relative_latent_difference,rho,sampler_mode,shared_basis_hash,sigma,sigma_next,state_index,step_index,timestep,total_steps
perturbed,0,nan,nan,B_matched,,408.7848205566406,410.7373352050781,0e6cdcd488567f37a0f89ef94aa8904ba258d445b9da10150463382cf86d0dbb,nan,nan,nan,nan,804.3418579101562,nan,nan,nan,nan,nan,native_ode,,0.6369644999504089,0.5993567109107971,19,18,636.9644775390625,28
perturbed,0,nan,nan,B_matched,,409.2732849121094,408.7848205566406,020b3f7726d2bb4ee43c252b8980dbe091586e19b89b4e4d46be6a34ba6e33fa,nan,nan,nan,nan,801.2619018554688,nan,nan,nan,nan,nan,native_ode,,0.5993567109107971,0.5581628680229187,20,19,599.356689453125,28
perturbed,0,nan,nan,B_matched,,413.0583190917969,409.2732849121094,c35c65438dd7282508e9a00c5090d19195a9eb8b931bff4f7268e6659e4e8627,nan,nan,nan,nan,798.906494140625,nan,nan,nan,nan,nan,native_ode,,0.5581628680229187,0.5128441452980042,21,20,558.162841796875,28
perturbed,0,nan,nan,B_matched,,420.6059265136719,413.0583190917969,87f300cea06856f047248122354399d03b953d96758c722284fc4bc8204c0f16,nan,nan,nan,nan,794.7134399414062,nan,nan,nan,nan,nan,native_ode,,0.5128441452980042,0.4627484083175659,22,21,512.8441162109375,28
perturbed,0,nan,nan,B_matched,,433.3703308105469,420.6059265136719,da2396d50f7e502c7eeeab77cadd7606b39ab56a91c6a09e9672fc4398a1482d,nan,nan,nan,nan,791.7351684570312,nan,nan,nan,nan,nan,native_ode,,0.4627484083175659,0.40707841515541077,23,22,462.7484130859375,28
perturbed,0,nan,nan,B_matched,,452.052734375,433.3703308105469,1cf72b4e71c97903604a377aa05cd432f9549a229259f517838771eef3bdb632,nan,nan,nan,nan,785.8344116210938,nan,nan,nan,nan,nan,native_ode,,0.40707841515541077,0.3448489308357239,24,23,407.07843017578125,28
perturbed,0,nan,nan,B_matched,,478.2894287109375,452.052734375,dfe10c4b842e25ef9300b2216f9196ea9b993aaede5d5f4e729cc4ed7639e558,nan,nan,nan,nan,783.0767822265625,nan,nan,nan,nan,nan,native_ode,,0.3448489308357239,0.2748279869556427,25,24,344.84893798828125,28
perturbed,0,nan,nan,B_matched,,513.837890625,478.2894287109375,0a218723d3b254677924fd07040d19b8ead27a4bc50271409e139330d1015296,nan,nan,nan,nan,776.5115356445312,nan,nan,nan,nan,nan,native_ode,,0.2748279869556427,0.19545459747314453,26,25,274.8279724121094,28
perturbed,0,nan,nan,B_matched,,560.6238403320312,513.837890625,f75b2b32f7c9a39775387c58348bc0fa3647c19f72ef05f3404f9047dcc5c1da,nan,nan,nan,nan,775.9112548828125,nan,nan,nan,nan,nan,native_ode,,0.19545459747314453,0.10472089797258377,27,26,195.45458984375,28
perturbed,0,nan,nan,B_matched,,620.4466552734375,560.6238403320312,5aaaec457766fd39046ddeb51ee4cf38a5cdc43755b992d4fda451baae04785e,nan,nan,nan,nan,768.8133544921875,nan,nan,nan,nan,nan,native_ode,,0.10472089797258377,0.0,28,27,104.72090148925781,28
